Token Address,Token ID,ID,User,Status,URI,Name,Image URL,Metadata,Collection Name,Collection Icon URL,Created At,Updated At,Captured By,Tier,Stage,Finish,Points
0xa732097446130b699bea80475ca571e73f9a7b17,2240137,0x108a102a2d4baaa725d9058e61f8624a0283c9c396fda9db6e31fed315d33f7e,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Lesser Monkier,https://sepolia.media.illuvium.io/web/NFT/Illuvials/MonkierStage1/MonkierStage1_holo_default_webp.3840x2160/MonkierStage1_holo_default.webp,"{""Set"": ""1"", ""Line"": ""Monkier"", ""Path"": ""Default"", ""Tier"": 1, ""Type"": ""Lesser Monkier"", ""name"": ""Lesser Monkier"", ""Class"": ""Fighter"", ""Stage"": 1, ""Finish"": ""Holo"", ""Affinity"": ""Earth"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/MonkierStage1/MonkierStage1_holo_default_webp.3840x2160/MonkierStage1_holo_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Lesser Monkier's powerful arm causes every 2nd Attack to blast outwards from its Target, dealing 110% of its Attack Damage damage in a Medium area behind the Target."", ""Production Id"": ""058_Monkier_Stage1_Default_Original"", ""Capture Number"": 31421, ""Dominant Class"": ""Fighter"", ""Dominant Affinity"": ""Earth"", ""Production Number"": 0, ""Shard Captured With"": 27440329, ""Unique Random Stats Number"": ""195ff0bd1797bb82938622175fc7763ffb9ded2bb60e18deff12bef64d1c6ed4""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-27T05:19:10.392073Z,2024-06-27T05:19:14.472233Z,0x2179577a53b40874a821476281c45096fe2bfd60,1,1,Holo,0
0xa732097446130b699bea80475ca571e73f9a7b17,2239889,0xfdbdc37dd9d089135f989c13f3ec5474512c55165cc5d574f148e8c88ee4e69d,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Alphie,https://sepolia.media.illuvium.io/web/NFT/Illuvials/PistolShrimpStage1/PistolShrimpStage1_default_default_webp.3840x2160/PistolShrimpStage1_default_default.webp,"{""Set"": ""1"", ""Line"": ""PistolShrimp"", ""Path"": ""Default"", ""Tier"": 5, ""Type"": ""Alphie"", ""name"": ""Alphie"", ""Class"": ""Psion"", ""Stage"": 1, ""Finish"": ""Colour"", ""Affinity"": ""Water"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PistolShrimpStage1/PistolShrimpStage1_default_default_webp.3840x2160/PistolShrimpStage1_default_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Alphie fires a high pressure water beam at the farthest enemy dealing (60*OP) Energy Damage every 0.2 seconds for 4.2 seconds. Enemies hit by the Beam have their Energy Resistance reduced by 13 while being hit."", ""Production Id"": ""031_PistolShrimp_Stage1_Default_Original"", ""animation_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PistolShrimpStage1/PistolShrimpStage1_default_default_hls.m3u8/PistolShrimpStage1_default_default_master.m3u8"", ""Capture Number"": 23932, ""Dominant Class"": ""Psion"", ""Dominant Affinity"": ""Water"", ""Production Number"": 0, ""Shard Captured With"": 27439244, ""animation_url_mime_type"": ""application/vnd.apple.mpegurl"", ""Unique Random Stats Number"": ""e488198fde94bc095effa783ba8923531384f35461ac0fa0e1b91f5d8d243246""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-27T05:15:52.055091Z,2024-06-27T05:15:54.381131Z,0x2179577a53b40874a821476281c45096fe2bfd60,5,1,Colour,0
0xa732097446130b699bea80475ca571e73f9a7b17,2239585,0x8739315416f6ebfcc782573007d4b2f3901c5b8d7f7ee5c554ead7410d40f2ba,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Relentless Lynx,https://sepolia.media.illuvium.io/web/NFT/Illuvials/LynxStage2Fighter/LynxStage2Fighter_holo_default_webp.3840x2160/LynxStage2Fighter_holo_default.webp,"{""Set"": ""1"", ""Line"": ""Lynx"", ""Path"": ""FighterNone"", ""Tier"": 2, ""Type"": ""Relentless Lynx"", ""name"": ""Relentless Lynx"", ""Class"": ""Fighter"", ""Stage"": 2, ""Finish"": ""Holo"", ""Affinity"": ""None"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/LynxStage2Fighter/LynxStage2Fighter_holo_default_webp.3840x2160/LynxStage2Fighter_holo_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Relentless Lynx mauls their target for (550*OP) Physical Damage and Heals for 20% of the damage dealt."", ""Production Id"": ""101_Lynx_Stage2_FighterNone_Original"", ""Capture Number"": 17157, ""Dominant Class"": ""Fighter"", ""Dominant Affinity"": ""None"", ""Production Number"": 0, ""Shard Captured With"": 27439249, ""Unique Random Stats Number"": ""f1db0d5734866838006c3793c0840a337224aeeb6e1e82f73f1be0d29c4e6854""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-27T05:11:21.666987Z,2024-06-27T05:11:28.326606Z,0x2179577a53b40874a821476281c45096fe2bfd60,2,2,Holo,0
0xa732097446130b699bea80475ca571e73f9a7b17,1957662,0xe75faa2736f835783160451c665ef379d5a662dad4835679a3a0fed9a9098fe5,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Flare,https://sepolia.media.illuvium.io/web/NFT/Illuvials/PangolinStage1/PangolinStage1_holo_default_webp.3840x2160/PangolinStage1_holo_default.webp,"{""Set"": ""1"", ""Line"": ""Pangolin"", ""Path"": ""Default"", ""Tier"": 4, ""Type"": ""Flare"", ""name"": ""Flare"", ""Class"": ""Bulwark"", ""Stage"": 1, ""Finish"": ""Holo"", ""Affinity"": ""Fire"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PangolinStage1/PangolinStage1_holo_default_webp.3840x2160/PangolinStage1_holo_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Flare spins its spiked tail for 4 seconds. Enemies in a Medium Area take (Attack Physical Damage + 35*OP) Physical Damage per second. \r\n\r\nWhile spinning, Flare takes 35% less Damage."", ""Production Id"": ""028_Pangolin_Stage1_Default_Original"", ""Capture Number"": 17970, ""Dominant Class"": ""Bulwark"", ""Dominant Affinity"": ""Fire"", ""Production Number"": 0, ""Shard Captured With"": 25307445, ""Unique Random Stats Number"": ""afd6ecf7e8fcb315f1714a773d9704d073b4238de2d7d8b08a10ec76c9675bfa""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-24T04:31:26.30696Z,2024-06-27T04:08:13.524873Z,0x2179577a53b40874a821476281c45096fe2bfd60,4,1,Holo,0
0xa732097446130b699bea80475ca571e73f9a7b17,2026356,0x45e52a547a04a04b9d665f80418e96573ac4ed8123d8adb0e8ad86566ed3a741,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Rhamphy,https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp,"{""Set"": ""1"", ""Line"": ""Pterodactyl"", ""Path"": ""Default"", ""Tier"": 5, ""Type"": ""Rhamphy"", ""name"": ""Rhamphy"", ""Class"": ""Rogue"", ""Stage"": 1, ""Finish"": ""Colour"", ""Affinity"": ""Fire"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Rhamphy takes to the skies, becoming Airborne for 3 seconds. As it descends, it summons a cloud of burning embers around itself, dealing (550*OP) Energy Damage in a Large Area."", ""Production Id"": ""004_Pterodactyl_Stage1_Default_Original"", ""animation_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_hls.m3u8/PterodactylStage1_default_default_master.m3u8"", ""Capture Number"": 25928, ""Dominant Class"": ""Rogue"", ""Dominant Affinity"": ""Fire"", ""Production Number"": 0, ""Shard Captured With"": 26088766, ""animation_url_mime_type"": ""application/vnd.apple.mpegurl"", ""Unique Random Stats Number"": ""d433e73544b976a7e8d7dba4f83792340f77f44348300fec91d97e2b0b0f22de""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-24T23:07:49.474599Z,2024-06-27T04:07:45.709396Z,0x2179577a53b40874a821476281c45096fe2bfd60,5,1,Colour,0
0xa732097446130b699bea80475ca571e73f9a7b17,1986812,0x3fbba29d862ce21d8181fd730ee8ebeadcd97d56fe77383300deeb3010cb16d8,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Rhamphy,https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp,"{""Set"": ""1"", ""Line"": ""Pterodactyl"", ""Path"": ""Default"", ""Tier"": 5, ""Type"": ""Rhamphy"", ""name"": ""Rhamphy"", ""Class"": ""Rogue"", ""Stage"": 1, ""Finish"": ""Colour"", ""Affinity"": ""Fire"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Rhamphy takes to the skies, becoming Airborne for 3 seconds. As it descends, it summons a cloud of burning embers around itself, dealing (550*OP) Energy Damage in a Large Area."", ""Production Id"": ""004_Pterodactyl_Stage1_Default_Original"", ""animation_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_hls.m3u8/PterodactylStage1_default_default_master.m3u8"", ""Capture Number"": 25472, ""Dominant Class"": ""Rogue"", ""Dominant Affinity"": ""Fire"", ""Production Number"": 0, ""Shard Captured With"": 25363877, ""animation_url_mime_type"": ""application/vnd.apple.mpegurl"", ""Unique Random Stats Number"": ""30206a72b4161a19e1b07782a2198be1addeb585dfec94abc1f5e7c6d5fb87dc""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-24T13:13:36.332072Z,2024-06-27T04:07:22.163538Z,0x2179577a53b40874a821476281c45096fe2bfd60,5,1,Colour,0
0xa732097446130b699bea80475ca571e73f9a7b17,1986190,0x3bbab4bca35b4b8b174901955066a1be556b6e962536df256e9e0ed6d8194b95,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Rhamphy,https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp,"{""Set"": ""1"", ""Line"": ""Pterodactyl"", ""Path"": ""Default"", ""Tier"": 5, ""Type"": ""Rhamphy"", ""name"": ""Rhamphy"", ""Class"": ""Rogue"", ""Stage"": 1, ""Finish"": ""Colour"", ""Affinity"": ""Fire"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Rhamphy takes to the skies, becoming Airborne for 3 seconds. As it descends, it summons a cloud of burning embers around itself, dealing (550*OP) Energy Damage in a Large Area."", ""Production Id"": ""004_Pterodactyl_Stage1_Default_Original"", ""animation_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_hls.m3u8/PterodactylStage1_default_default_master.m3u8"", ""Capture Number"": 25467, ""Dominant Class"": ""Rogue"", ""Dominant Affinity"": ""Fire"", ""Production Number"": 0, ""Shard Captured With"": 25121047, ""animation_url_mime_type"": ""application/vnd.apple.mpegurl"", ""Unique Random Stats Number"": ""003127037528cfcdb7803e023bad8109eddd6c3e5f26cf19cace6c67f2037b55""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-24T13:04:43.729721Z,2024-06-27T04:06:57.433245Z,0x2179577a53b40874a821476281c45096fe2bfd60,5,1,Colour,0
0xa732097446130b699bea80475ca571e73f9a7b17,1496994,0xedc5c8fe19f3bb4794733f7beccdbb8d6006c74bbeb1df8b8a46308af534499a,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Rhamphy,https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp,"{""Set"": ""1"", ""Line"": ""Pterodactyl"", ""Path"": ""Default"", ""Tier"": 5, ""Type"": ""Rhamphy"", ""name"": ""Rhamphy"", ""Class"": ""Rogue"", ""Stage"": 1, ""Finish"": ""Colour"", ""Affinity"": ""Fire"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_webp.3840x2160/PterodactylStage1_default_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Rhamphy takes to the skies, becoming Airborne for 3 seconds. As it descends, it summons a cloud of burning embers around itself, dealing (550*OP) Energy Damage in a Large Area."", ""Production Id"": ""004_Pterodactyl_Stage1_Default_Original"", ""animation_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/PterodactylStage1/PterodactylStage1_default_default_hls.m3u8/PterodactylStage1_default_default_master.m3u8"", ""Capture Number"": 20182, ""Dominant Class"": ""Rogue"", ""Dominant Affinity"": ""Fire"", ""Production Number"": 0, ""Shard Captured With"": 19310921, ""animation_url_mime_type"": ""application/vnd.apple.mpegurl"", ""Unique Random Stats Number"": ""76c72341dd35864856b239b379f3b57ba7e61290d696c804e98898656f7682da""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-19T04:09:21.23422Z,2024-06-27T04:06:33.185635Z,0x2179577a53b40874a821476281c45096fe2bfd60,5,1,Colour,0
0xa732097446130b699bea80475ca571e73f9a7b17,2229829,0x6755f721946632786fec54caf96b2247f20af135f30aec97df85588e4118cc4c,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Lynx,https://sepolia.media.illuvium.io/web/NFT/Illuvials/LynxStage1/LynxStage1_holo_default_webp.3840x2160/LynxStage1_holo_default.webp,"{""Set"": ""1"", ""Line"": ""Lynx"", ""Path"": ""NoneNone"", ""Tier"": 2, ""Type"": ""Lynx"", ""name"": ""Lynx"", ""Class"": ""None"", ""Stage"": 1, ""Finish"": ""Holo"", ""Affinity"": ""None"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/LynxStage1/LynxStage1_holo_default_webp.3840x2160/LynxStage1_holo_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Lynx slashes the target 3 times for (125*OP) Pure Damage per slash."", ""Production Id"": ""100_Lynx_Stage1_NoneNone_Original"", ""Capture Number"": 69256, ""Dominant Class"": ""None"", ""Dominant Affinity"": ""None"", ""Production Number"": 0, ""Shard Captured With"": 27439253, ""Unique Random Stats Number"": ""1d4d38e56d2ac4abc30ca58cc833ac4dab369194866294ddbd68f8f585fbaf6d""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-27T02:59:17.495261Z,2024-06-27T02:59:18.884304Z,0x2179577a53b40874a821476281c45096fe2bfd60,2,1,Holo,0
0xa732097446130b699bea80475ca571e73f9a7b17,2228659,0xdb783d4e3694115718661185f49dcc7293afc328cfd5123234f701a8fdac9b58,0x2179577a53b40874a821476281c45096fe2bfd60,imx,,Fernite,https://sepolia.media.illuvium.io/web/NFT/Illuvials/ShoebillStage2/ShoebillStage2_holo_default_webp.3840x2160/ShoebillStage2_holo_default.webp,"{""Set"": ""1"", ""Line"": ""Shoebill"", ""Path"": ""Default"", ""Tier"": 4, ""Type"": ""Fernite"", ""name"": ""Fernite"", ""Class"": ""Templar"", ""Stage"": 2, ""Finish"": ""Holo"", ""Affinity"": ""Nature"", ""Variation"": ""Original"", ""image_url"": ""https://sepolia.media.illuvium.io/web/NFT/Illuvials/ShoebillStage2/ShoebillStage2_holo_default_webp.3840x2160/ShoebillStage2_holo_default.webp"", ""Captured By"": ""0x2179577a53b40874a821476281c45096fe2bfd60"", ""description"": ""Fernite creates a tornado and launches it at the Farthest Enemy. \r\n\r\nAllies hit by the tornado gain (20% Attack Speed*OP) for 4 Seconds. \r\n\r\nEnemies hit take (200*OP) Energy damage, are Knocked up for 1 second, and have their Attack Speed reduced by (20%*OP) for 4 seconds."", ""Production Id"": ""035_Shoebill_Stage2_Default_Original"", ""Capture Number"": 0, ""Dominant Class"": ""Empath"", ""Fusion History"": ""1947207,1870099,1657762"", ""Dominant Affinity"": ""Nature"", ""Production Number"": 0, ""Unique Random Stats Number"": ""9efb63ef1f9f7dc8ec1afce11407b0691e385a20b969ce9773f4a15b13a9dfa0""}",Illuvium Illuvials,https://assets.sepolia-illuvium-game.io/web/static/collection/illuvials/illuvials_marketplace_icon.webp,2024-06-27T02:44:15.524178Z,2024-06-27T02:44:18.770894Z,0x2179577a53b40874a821476281c45096fe2bfd60,4,2,Holo,0
